wave,value
386.75944333996017, 0.013546798029556717
381.1928429423459, 0.015763546798029715
393.51888667992046, 0.009113300492610943
399.8807157057654, 0.011330049261083941
405.4473161033797, 0.015763546798029715
410.6163021868787, 0.025738916256157873
414.1948310139165, 0.039039408866995196
416.97813121272367, 0.054556650246305516
418.9662027833002, 0.07229064039408883
420.9542743538767, 0.09113300492610854
422.94234592445326, 0.10554187192118225
424.13518886679924, 0.12327586206896557
424.9266847474822, 0.1410098522167489
426.12139406360194, 0.1576354679802957
427.31610337972165, 0.17536945812807891
427.84314517558573, 0.19310344827586212
428.9065606361829, 0.21416256157635483
429.3041749502982, 0.23189655172413803
429.7017892644135, 0.2529556650246306
430.56546438106614, 0.27290640394088683
431.29224652087476, 0.29174876847290654
432.0874751491054, 0.31169950738916263
432.4850894632207, 0.3338669950738917
433.6779324055666, 0.3549261083743843
434.07554671968194, 0.3759852216748769
434.4731610337972, 0.3937192118226601
434.8707753479125, 0.4147783251231528
435.53471012062056, 0.4358374384236454
436.4612326043738, 0.456896551724138
436.85698054471527, 0.48128078817734
437.25646123260435, 0.5023399014778326
437.25646123260435, 0.5222906403940888
438.051689860835, 0.5433497536945814
438.051689860835, 0.564408866995074
438.44930417495027, 0.5865763546798031
439.24453280318096, 0.608764652891808
439.4433399602386, 0.633128078817734
439.8418874612408, 0.6663793103448277
440.4373757455268, 0.6951970443349755
441.23260437375745, 0.7262315270935962
441.83182540559113, 0.752832512315271
442.0278330019881, 0.7871921182266011
442.7602142631181, 0.8182266009852217
443.220675944334, 0.8492610837438425
443.8217633499415, 0.8802955665024632
444.01590457256464, 0.9057881773399016
444.881446062991, 0.9368226600985222
446.07428900533694, 0.9667487684729065
448.1908548707754, 0.9966748768472907
450.3777335984096, 0.9745073891625616
451.17296222664015, 0.9512315270935962
452.3676715427599, 0.9268472906403942
453.558648111332, 0.8791871921182266
454.3538767395626, 0.8559113300492611
455.14910536779325, 0.8304187192118226
455.54671968190854, 0.8038177339901478
456.3419483101392, 0.7761083743842365
457.1371769383698, 0.7439655172413795
458.3300198807157, 0.7151477832512316
459.12524850894636, 0.6907635467980296
459.52286282306164, 0.6630541871921183
460.3180914512923, 0.635344827586207
461.11332007952285, 0.610960591133005
461.5109343936382, 0.5865763546798031
463.1013916500994, 0.564408866995074
463.89662027833003, 0.5433497536945814
465.08946322067595, 0.51564039408867
466.6799204771372, 0.49347290640394104
467.87276341948314, 0.46576354679802967
470.258449304175, 0.44692118226600985
473.4393638170974, 0.43140394088669964
478.2107355864811, 0.45024630541871924
480.99403578528825, 0.4823891625615764
482.5844930417495, 0.505665024630542
484.572564612326, 0.5366995073891626
486.9582504970179, 0.5633004926108375
489.34393638170974, 0.5921182266009853
492.12723658051686, 0.6153940886699508
495.7057654075547, 0.633128078817734
502.0675944333996, 0.6320197044334976
507.63419483101393, 0.6131773399014779
510.8151093439364, 0.5965517241379311
514.3936381709741, 0.5788177339901479
518.3697813121273, 0.5588669950738917
522.3459244532803, 0.5433497536945814
527.9125248508947, 0.5267241379310347
533.0815109343937, 0.5100985221674877
541.4314115308151, 0.4945812807881774
549.3836978131213, 0.49125615763546815
557.3359840954274, 0.49125615763546815
564.0954274353877, 0.4801724137931035
572.4453280318091, 0.4735221674876847
579.2047713717694, 0.47130541871921183
588.3499005964214, 0.4613300492610839
597.4950298210736, 0.4613300492610839
605.8449304174951, 0.47241379310344833
612.6043737574553, 0.4823891625615764
621.7495029821074, 0.48571428571428577
630.0994035785288, 0.4757389162561577
638.4493041749504, 0.47130541871921183
645.6063618290259, 0.4557881773399015
626.1232604373758, 0.4801724137931035
634.8707753479125, 0.4757389162561577
616.9781312127236, 0.48793103448275876
642.8230616302187, 0.46465517241379317
649.9801192842942, 0.4391625615763548
654.7514910536779, 0.4192118226600986
658.727634194831, 0.3992610837438425
661.9085487077534, 0.3837438423645322
665.8846918489066, 0.36711822660098525
670.0596421471173, 0.34661330049261074
667.8727634194831, 0.3560344827586208
673.0417495029822, 0.32832512315270945
676.2226640159047, 0.315024630541872
679.2001054373349, 0.2983990147783252
683.3797216699802, 0.2773399014778326
686.5606361829026, 0.2573891625615764
690.2038787508147, 0.2418719211822662
693.7176938369781, 0.22413793103448287
697.2962226640159, 0.20862068965517255
701.272365805169, 0.18977832512315285
705.2485089463221, 0.17315270935960603
709.2246520874752, 0.15320197044334982
714.3936381709741, 0.136576354679803
719.5626242544731, 0.12105911330049257
725.1292246520875, 0.10665024630541886
731.0934393638172, 0.09334975369458154
736.6600397614314, 0.07894088669950738
743.0218687872764, 0.06674876847290645
749.3836978131212, 0.055665024630541904
755.7455268389663, 0.04458128078817736
762.5049701789264, 0.03682266009852242
770.0596421471173, 0.03349753694581303
778.4798556057347, 0.02871365759745781
766.4811133200794, 0.03460591133004942
774.831013916501, 0.026656491839232466
